instruction,input,output
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 739 Gay Glen, Guzmanfort, HI 43576.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 448 Matthew Springs Suite 712, Smithhaven, NM 21882.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 417 Little Plain Apt. 313, West Warren, WI 70021.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a broken traffic signal near 392 Moore Trafficway Suite 229, West Sue, SD 78518.",Thank you for reporting the broken traffic signal. We've logged the location. Treat intersections as four-way stops and proceed with caution.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 47452 Cook Knoll Suite 746, Farmertown, MO 07750.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near Unit 5274 Box 0334, DPO AA 49453.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near 5883 Christina Mill Suite 113, West Jennifer, OR 62088.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a pothole near USS Harrington, FPO AA 90652.",Thank you for reporting the pothole. We've logged the location. Avoid driving over the pothole to prevent vehicle damage.
Report the incident with appropriate safety tip.,"I noticed a gunshot near USCGC Wright, FPO AP 77324.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 54857 Rodriguez Dale, West Tiffanychester, FL 20216.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near 173 Armstrong Track, Angelaport, AK 18912.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 557 Jack Mountain, South Michael, TX 92783.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 16667 Marie Circle, Allenchester, NY 43370.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a vandalism near 9511 Terri Tunnel Apt. 828, New Sandraborough, CA 90148.",Thank you for reporting the vandalism. We've logged the location. Avoid touching or disturbing the scene. Report to authorities if safe.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 7251 Deborah Junction Suite 860, Andrewstown, MS 02974.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a loud noise near 2439 Patel Shoal Apt. 959, East Kendra, ME 24301.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a broken traffic signal near 85155 Dominique Flats, Frankview, IL 47076.",Thank you for reporting the broken traffic signal. We've logged the location. Treat intersections as four-way stops and proceed with caution.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near 60736 Sean Locks Apt. 369, North Tanyahaven, OR 95465.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near 17955 Lee Course, Timothyhaven, NH 02617.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near 1554 Ryan Vista Suite 316, Smithview, SD 42872.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a vandalism near 90282 Heather Track, North Caitlynborough, WA 87133.",Thank you for reporting the vandalism. We've logged the location. Avoid touching or disturbing the scene. Report to authorities if safe.
Report the incident with appropriate safety tip.,"I noticed a loud noise near 62282 Michael Creek Apt. 073, Richardstad, KS 82016.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a broken traffic signal near 0702 Williams Lane, East Craig, IN 12575.",Thank you for reporting the broken traffic signal. We've logged the location. Treat intersections as four-way stops and proceed with caution.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 77687 Melody Valleys, West Thomasview, MD 86533.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 7932 Zachary Valley, East Donna, CT 94514.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 34245 Barnett Pike, Kathleenberg, NE 49622.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near 603 Alexis Roads, Port Lauraburgh, MD 02036.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a broken traffic signal near 3967 Shawn Greens Suite 148, Matthewburgh, MA 64379.",Thank you for reporting the broken traffic signal. We've logged the location. Treat intersections as four-way stops and proceed with caution.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 158 Brown Lakes Suite 082, East Theresaville, OH 93915.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near 7681 Raymond Pass Apt. 230, Lake Julie, PA 20393.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near 583 Nicholas Courts, Lake Cynthia, IN 98949.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a pothole near 40646 English Mountain Suite 240, West Jeanetteport, VA 80863.",Thank you for reporting the pothole. We've logged the location. Avoid driving over the pothole to prevent vehicle damage.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near 62272 Peter Estate, Myersborough, MI 09745.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 61923 Thomas Harbor Suite 018, Alexandriafort, TN 57946.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a vandalism near 972 Nicole Throughway, Nancyton, KS 15290.",Thank you for reporting the vandalism. We've logged the location. Avoid touching or disturbing the scene. Report to authorities if safe.
Report the incident with appropriate safety tip.,"I noticed a vandalism near 274 Alexandra Corners Suite 376, Brownville, WI 37227.",Thank you for reporting the vandalism. We've logged the location. Avoid touching or disturbing the scene. Report to authorities if safe.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 8564 Miller Courts Suite 397, New Ryan, CT 93369.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 860 Brittany Underpass Apt. 911, West Betty, PA 55791.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 7798 Shelby Via, Caldwelltown, OK 24190.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a vandalism near 46074 Cardenas Key Suite 347, West Stephenview, WY 21550.",Thank you for reporting the vandalism. We've logged the location. Avoid touching or disturbing the scene. Report to authorities if safe.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 652 Gates Isle Suite 983, Mariaville, VA 12354.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a loud noise near 726 Joseph Station Suite 557, Kariburgh, AK 15112.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 848 Raymond Square Apt. 311, Phelpsberg, MA 70339.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 1499 Mario Fork, Mckenziebury, FL 87994.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a pothole near Unit 0733 Box 3373, DPO AE 02128.",Thank you for reporting the pothole. We've logged the location. Avoid driving over the pothole to prevent vehicle damage.
Report the incident with appropriate safety tip.,"I noticed a broken traffic signal near 776 Robert Vista, Burtonfurt, KS 93135.",Thank you for reporting the broken traffic signal. We've logged the location. Treat intersections as four-way stops and proceed with caution.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 6553 Fernandez Club Apt. 538, North Tina, NY 93346.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near 93583 Adams Villages Apt. 797, Garzaland, AK 73895.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 7215 Stephanie Harbor, Staceytown, PA 64832.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 3748 Rivera Port, Thomasside, OR 41717.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a pothole near 591 Christina Pines, Crossborough, PA 24007.",Thank you for reporting the pothole. We've logged the location. Avoid driving over the pothole to prevent vehicle damage.
Report the incident with appropriate safety tip.,"I noticed a vandalism near 715 Clinton Lodge, Ballardfurt, NJ 18655.",Thank you for reporting the vandalism. We've logged the location. Avoid touching or disturbing the scene. Report to authorities if safe.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 45264 Davis Green, Gonzalezstad, SC 11192.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 409 Tina Circle, Codytown, AL 01111.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 99512 Dana Parks Apt. 835, Port Feliciaberg, MN 75734.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 282 Johnson Camp Apt. 441, Feliciashire, GA 13571.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a vandalism near 578 Bowers Crescent, West Johnberg, NM 25187.",Thank you for reporting the vandalism. We've logged the location. Avoid touching or disturbing the scene. Report to authorities if safe.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 0791 Elizabeth Islands, Shermanborough, MD 18258.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near 6666 Tracy Overpass, West Annafurt, NM 38144.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a vandalism near 031 Mcclain Summit, Lake Lee, ND 04166.",Thank you for reporting the vandalism. We've logged the location. Avoid touching or disturbing the scene. Report to authorities if safe.
Report the incident with appropriate safety tip.,"I noticed a broken traffic signal near 3580 Rodgers Pine Apt. 850, North Stephen, IN 93878.",Thank you for reporting the broken traffic signal. We've logged the location. Treat intersections as four-way stops and proceed with caution.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 3990 Sandra Ford, West Adambury, MA 23708.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a loud noise near Unit 3560 Box 2293, DPO AP 88126.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a vandalism near 943 Ortiz Branch Suite 664, Port Kimberly, PA 01868.",Thank you for reporting the vandalism. We've logged the location. Avoid touching or disturbing the scene. Report to authorities if safe.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 72311 Erik Turnpike Suite 128, Garyview, VT 91598.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 9411 Carson Flats Apt. 873, New Wendy, NJ 14832.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 2113 Gilbert Mill, South Carla, TN 66511.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 50902 Villarreal Glen, West Steven, SD 07897.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a pothole near 8132 Matthew Stravenue, Johnsonmouth, IA 79361.",Thank you for reporting the pothole. We've logged the location. Avoid driving over the pothole to prevent vehicle damage.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 85011 Holmes Brook, Lake Sarah, AZ 19308.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near PSC 3060, Box 9069, APO AE 29929.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near 810 Pineda Rue, Campbellfurt, WA 31652.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near 7727 Walker Heights Apt. 642, Jodychester, ME 19373.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 836 Mary Knoll Apt. 666, Quinnmouth, NH 48153.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 83333 Stacy Stream Suite 786, Dawnborough, FL 62135.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 9603 Matthew Estate Suite 862, Johnsonborough, OK 87925.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 693 Robert Mountain, Port Joanna, NM 41947.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 111 Alan Wall, West Melissamouth, MI 27109.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a broken traffic signal near 1595 Alvarez Squares, West Kevin, OH 21447.",Thank you for reporting the broken traffic signal. We've logged the location. Treat intersections as four-way stops and proceed with caution.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near PSC 2261, Box 8962, APO AP 72894.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a loud noise near 312 Davis Canyon Apt. 676, Jacksontown, UT 47999.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a loud noise near USNS West, FPO AE 64957.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near USNV Blackwell, FPO AE 48993.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 462 Victoria Turnpike, Lake Malik, WY 11389.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 99625 Lee Harbors Apt. 752, Lake Johnport, NV 57248.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near 715 David Road Apt. 904, Gonzalezfort, MS 05217.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a pothole near 655 Russell Junctions Apt. 548, South Juan, NV 88556.",Thank you for reporting the pothole. We've logged the location. Avoid driving over the pothole to prevent vehicle damage.
Report the incident with appropriate safety tip.,"I noticed a broken traffic signal near 102 John Fall Suite 129, Port Christopher, AL 95280.",Thank you for reporting the broken traffic signal. We've logged the location. Treat intersections as four-way stops and proceed with caution.
Report the incident with appropriate safety tip.,"I noticed a road hazard near 129 Welch Isle Apt. 910, East Samantha, HI 12520.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near 63301 Flores Pines, South Lisa, NM 79859.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 9072 Christopher Flat Suite 289, Lake David, CA 25168.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a pothole near 26949 Hunter Heights Apt. 645, New Adrian, TX 33487.",Thank you for reporting the pothole. We've logged the location. Avoid driving over the pothole to prevent vehicle damage.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 01750 Miller Track, Smithland, OR 47880.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a vandalism near 457 Harmon Neck, Victorfort, ND 98145.",Thank you for reporting the vandalism. We've logged the location. Avoid touching or disturbing the scene. Report to authorities if safe.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near 56775 Ford Mountain, Hernandezfurt, AK 18776.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near 265 Ryan Viaduct Apt. 292, North Allen, FL 36007.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a pothole near 6248 Perez Oval, Reynoldsburgh, TN 08333.",Thank you for reporting the pothole. We've logged the location. Avoid driving over the pothole to prevent vehicle damage.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 57942 April Park, South Tracy, SC 21289.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near 969 Carol Pines Suite 552, Annettefort, AK 59100.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a pothole near 53574 Ray Isle, East Tammy, SC 75510.",Thank you for reporting the pothole. We've logged the location. Avoid driving over the pothole to prevent vehicle damage.
Report the incident with appropriate safety tip.,"I noticed a gunshot near Unit 3993 Box 3797, DPO AE 41586.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 2951 Ford Stream, Carlfurt, ID 36704.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a loud noise near 73305 Summers Orchard Apt. 457, Cassandraside, SD 25168.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near USS Phillips, FPO AE 96903.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 66044 Douglas Burg Apt. 615, Parsonsberg, SC 50573.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a gunshot near 1474 Jasmine Motorway Suite 292, Stephanieville, MD 72928.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near 6806 Foster Islands, Lake Justinshire, OK 05662.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
Report the incident with appropriate safety tip.,"I noticed a broken traffic signal near 271 Donald Cove, Lake Jimmy, MN 47304.",Thank you for reporting the broken traffic signal. We've logged the location. Treat intersections as four-way stops and proceed with caution.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 1768 Alicia Row Suite 281, South Erik, KS 30306.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 37003 Stephanie Ways, New Luis, WV 83643.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 470 Pierce Canyon, New Barry, OR 64918.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a road hazard near 582 Lewis Plain, Lake Julieport, OH 49561.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a broken traffic signal near 94535 Long Run, Shannonmouth, SD 88561.",Thank you for reporting the broken traffic signal. We've logged the location. Treat intersections as four-way stops and proceed with caution.
Report the incident with appropriate safety tip.,"I noticed a road hazard near 21061 James Port Suite 394, Stevenbury, KS 28918.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a road hazard near 32537 Cortez Mount Suite 927, Hoffmanport, TN 33074.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 09004 Kevin Light, North Brian, SD 25507.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a gunshot near Unit 5146 Box 0401, DPO AA 19092.",Thank you for reporting the gunshot. We've logged the location. Shelter in place and avoid the area. Call 911 if you are in immediate danger.
Report the incident with appropriate safety tip.,"I noticed a road hazard near 07201 Jenny Motorway, Josephshire, CA 96371.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a broken traffic signal near 66007 Rivas Loop, North Barbara, TN 08759.",Thank you for reporting the broken traffic signal. We've logged the location. Treat intersections as four-way stops and proceed with caution.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near USNV Mckinney, FPO AP 63306.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 43370 Morgan Village Suite 873, West Michaelstad, NJ 71881.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a broken traffic signal near 882 Moss Key Suite 296, Taylorstad, LA 19851.",Thank you for reporting the broken traffic signal. We've logged the location. Treat intersections as four-way stops and proceed with caution.
Report the incident with appropriate safety tip.,"I noticed a loud noise near 865 Miller Glen Apt. 557, Molinaburgh, AZ 45518.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a pothole near 582 Tiffany Turnpike, Port Heather, MT 15165.",Thank you for reporting the pothole. We've logged the location. Avoid driving over the pothole to prevent vehicle damage.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near Unit 8081 Box 9048, DPO AP 22088.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 1558 Mills Viaduct Suite 395, Wattsville, SC 84898.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a road hazard near 081 Thomas Cliffs, Johnfurt, IL 71537.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a suspicious person near 00413 Maria Springs, North Jonville, MI 87216.",Thank you for reporting the suspicious person. We've logged the location. Do not approach. Report immediately with as much detail as possible.
Report the incident with appropriate safety tip.,"I noticed a road hazard near 6534 Harvey Neck Apt. 707, Michaelview, NJ 50800.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a streetlight outage near 9957 Norman Oval, South Johnnyland, IA 95433.",Thank you for reporting the streetlight outage. We've logged the location. Be cautious walking or driving in poorly lit areas.
Report the incident with appropriate safety tip.,"I noticed a broken traffic signal near 6539 Johnson Inlet, Robinsonchester, AL 90131.",Thank you for reporting the broken traffic signal. We've logged the location. Treat intersections as four-way stops and proceed with caution.
Report the incident with appropriate safety tip.,"I noticed a loud noise near 718 Steven Square, Solisside, VA 06886.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a pothole near 872 Carter Estates, West Carolynchester, TX 20790.",Thank you for reporting the pothole. We've logged the location. Avoid driving over the pothole to prevent vehicle damage.
Report the incident with appropriate safety tip.,"I noticed a loud noise near Unit 1377 Box 3062, DPO AA 06251.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a illegal dumping near 9737 Craig Dam, Lake Tiffany, OK 03604.",Thank you for reporting the illegal dumping. We've logged the location. Avoid the area and report with photo evidence if safe.
Report the incident with appropriate safety tip.,"I noticed a broken traffic signal near 608 Reid Coves Suite 704, Grantchester, CA 11936.",Thank you for reporting the broken traffic signal. We've logged the location. Treat intersections as four-way stops and proceed with caution.
Report the incident with appropriate safety tip.,"I noticed a pothole near 6832 Andrew Corners Apt. 378, Angelafort, WY 86518.",Thank you for reporting the pothole. We've logged the location. Avoid driving over the pothole to prevent vehicle damage.
Report the incident with appropriate safety tip.,"I noticed a vandalism near 80332 Anderson Squares Suite 050, North Aliciaview, NC 01661.",Thank you for reporting the vandalism. We've logged the location. Avoid touching or disturbing the scene. Report to authorities if safe.
Report the incident with appropriate safety tip.,"I noticed a loud noise near 3733 Mendoza Forest, East Paulside, CA 19652.",Thank you for reporting the loud noise. We've logged the location. Stay calm and monitor from a safe distance. Avoid confrontation.
Report the incident with appropriate safety tip.,"I noticed a road hazard near 78192 Courtney Loop, Sharonview, AR 99115.",Thank you for reporting the road hazard. We've logged the location. Use alternative routes if available and report the exact location.
Report the incident with appropriate safety tip.,"I noticed a public disturbance near 0356 Obrien Way Apt. 279, Lucasburgh, PA 68823.",Thank you for reporting the public disturbance. We've logged the location. Observe from a distance and avoid intervening directly.
